degree,in_proportion,out_proportion
1,0.04817749603803487,0.10427892234548336
2,0.0526148969889065,0.1502377179080824
3,0.06909667194928684,0.18351822503961965
4,0.11980982567353407,0.14389857369255152
5,0.17844690966719493,0.09698890649762282
6,0.17971473851030112,0.06846275752773376
7,0.11473851030110935,0.04944532488114105
8,0.0589540412044374,0.03645007923930269
9,0.019968304278922346,0.022503961965134708
10,0.008240887480190175,0.011727416798732172
11,0.006973058637083994,0.00919175911251981
12,0.003169572107765452,0.003169572107765452
13,0.0028526148969889066,0.003169572107765452
14,0.0025356576862123614,0.005705229793977813
15,0.001584786053882726,0.003803486529318542
16,0.001584786053882726,0.0022187004754358162
17,0.0009508716323296355,0.001901743264659271
18,0.001901743264659271,0.0025356576862123614
19,0.001584786053882726,0.0006339144215530904
20,0.0003169572107765452,0.0022187004754358162
21,0.001584786053882726,0.0009508716323296355
22,0.001901743264659271,0.0006339144215530904
23,0.0009508716323296355,0.0006339144215530904
24,0.001584786053882726,0.0006339144215530904
25,0.0022187004754358162,0.0009508716323296355
26,0.0006339144215530904,0.0003169572107765452
27,0.0028526148969889066,0.0006339144215530904
28,0.0006339144215530904,0.0006339144215530904
29,0.0006339144215530904,0.001584786053882726
30,0.0006339144215530904,0.0003169572107765452
31,0.0022187004754358162,0.0009508716323296355
32,0.001901743264659271,0.0012678288431061807
33,0.0012678288431061807,0.0006339144215530904
34,0.0003169572107765452,0.0003169572107765452
35,0.0003169572107765452,0.0003169572107765452
36,0.0003169572107765452,0.0012678288431061807
37,0.0003169572107765452,0.0009508716323296355
38,0.0009508716323296355,0.0003169572107765452
39,0.0003169572107765452,0.0003169572107765452
40,0.0003169572107765452,0.0003169572107765452
41,0.001584786053882726,0.0003169572107765452
42,0.0006339144215530904,0.0003169572107765452
43,0.0006339144215530904,0.0006339144215530904
44,0.0012678288431061807,0.0
45,0.001584786053882726,0.0009508716323296355
46,0.0006339144215530904,0.0006339144215530904
47,0.0009508716323296355,0.0012678288431061807
48,0.0,0.0003169572107765452
49,0.0006339144215530904,0.0
50,0.0,0.0003169572107765452
51,0.0006339144215530904,0.0006339144215530904
52,0.0006339144215530904,0.0006339144215530904
53,0.0003169572107765452,0.0
54,0.0012678288431061807,0.0009508716323296355
55,0.0006339144215530904,0.0
56,0.0003169572107765452,0.0003169572107765452
57,0.0006339144215530904,0.0003169572107765452
58,0.0006339144215530904,0.0
59,0.0006339144215530904,0.0003169572107765452
60,0.0012678288431061807,0.0003169572107765452
61,0.0003169572107765452,0.0006339144215530904
62,0.0006339144215530904,0.0
63,0.0006339144215530904,0.0003169572107765452
64,0.0003169572107765452,0.0003169572107765452
65,0.0003169572107765452,0.0
66,0.0009508716323296355,0.0
67,0.0006339144215530904,0.0
68,0.0009508716323296355,0.0006339144215530904
69,0.0,0.0009508716323296355
70,0.0009508716323296355,0.0
71,0.0006339144215530904,0.0003169572107765452
72,0.0006339144215530904,0.0003169572107765452
73,0.0,0.0003169572107765452
74,0.0009508716323296355,0.0003169572107765452
75,0.0006339144215530904,0.0
76,0.0003169572107765452,0.0003169572107765452
77,0.0,0.0003169572107765452
78,0.0006339144215530904,0.0009508716323296355
79,0.0012678288431061807,0.0006339144215530904
80,0.0003169572107765452,0.0
81,0.0,0.0003169572107765452
82,0.0003169572107765452,0.0006339144215530904
83,0.0,0.0003169572107765452
84,0.0012678288431061807,0.0
85,0.0012678288431061807,0.0006339144215530904
86,0.0006339144215530904,0.0
87,0.0003169572107765452,0.0003169572107765452
88,0.0009508716323296355,0.0012678288431061807
89,0.0009508716323296355,0.0003169572107765452
92,0.0009508716323296355,0.0003169572107765452
93,0.0006339144215530904,0.0003169572107765452
94,0.0,0.0006339144215530904
96,0.0,0.0006339144215530904
97,0.0006339144215530904,0.0003169572107765452
99,0.0,0.0003169572107765452
100,0.0,0.0009508716323296355
102,0.0003169572107765452,0.0009508716323296355
103,0.0012678288431061807,0.0006339144215530904
104,0.0,0.0009508716323296355
105,0.0003169572107765452,0.0003169572107765452
106,0.0003169572107765452,0.0006339144215530904
107,0.0,0.0003169572107765452
108,0.0,0.0009508716323296355
109,0.0003169572107765452,0.0
110,0.0003169572107765452,0.0009508716323296355
111,0.0009508716323296355,0.0003169572107765452
112,0.0,0.0006339144215530904
113,0.0003169572107765452,0.0
114,0.0,0.0012678288431061807
115,0.0,0.0009508716323296355
116,0.0003169572107765452,0.001584786053882726
117,0.0006339144215530904,0.0003169572107765452
118,0.0003169572107765452,0.0
