degree,in_proportion,out_proportion
1,0.11021505376344086,0.09811827956989247
2,0.08064516129032258,0.06317204301075269
3,0.05779569892473118,0.033602150537634407
4,0.06720430107526881,0.05241935483870968
5,0.053763440860215055,0.02956989247311828
6,0.036290322580645164,0.041666666666666664
7,0.02956989247311828,0.028225806451612902
8,0.030913978494623656,0.026881720430107527
9,0.03225806451612903,0.024193548387096774
10,0.0228494623655914,0.020161290322580645
11,0.03225806451612903,0.0228494623655914
12,0.021505376344086023,0.033602150537634407
13,0.01881720430107527,0.036290322580645164
14,0.025537634408602152,0.028225806451612902
15,0.01747311827956989,0.038978494623655914
16,0.008064516129032258,0.03225806451612903
17,0.005376344086021506,0.03225806451612903
18,0.006720430107526882,0.020161290322580645
19,0.005376344086021506,0.006720430107526882
20,0.002688172043010753,0.013440860215053764
21,0.008064516129032258,0.006720430107526882
22,0.012096774193548387,0.005376344086021506
23,0.005376344086021506,0.005376344086021506
24,0.006720430107526882,0.005376344086021506
25,0.010752688172043012,0.008064516129032258
26,0.005376344086021506,0.008064516129032258
27,0.016129032258064516,0.009408602150537635
28,0.010752688172043012,0.008064516129032258
29,0.010752688172043012,0.013440860215053764
30,0.005376344086021506,0.005376344086021506
31,0.006720430107526882,0.009408602150537635
32,0.004032258064516129,0.005376344086021506
33,0.008064516129032258,0.004032258064516129
34,0.004032258064516129,0.004032258064516129
35,0.004032258064516129,0.008064516129032258
36,0.006720430107526882,0.004032258064516129
37,0.006720430107526882,0.005376344086021506
38,0.002688172043010753,0.002688172043010753
39,0.005376344086021506,0.004032258064516129
40,0.0013440860215053765,0.013440860215053764
41,0.002688172043010753,0.004032258064516129
42,0.005376344086021506,0.006720430107526882
43,0.004032258064516129,0.005376344086021506
44,0.004032258064516129,0.008064516129032258
45,0.004032258064516129,0.002688172043010753
46,0.0013440860215053765,0.004032258064516129
47,0.002688172043010753,0.0013440860215053765
48,0.0013440860215053765,0.004032258064516129
49,0.0013440860215053765,0.006720430107526882
50,0.004032258064516129,0.006720430107526882
51,0.0,0.004032258064516129
52,0.004032258064516129,0.002688172043010753
53,0.0,0.004032258064516129
54,0.0013440860215053765,0.004032258064516129
55,0.0,0.002688172043010753
56,0.0013440860215053765,0.0013440860215053765
57,0.0,0.0013440860215053765
58,0.0,0.002688172043010753
59,0.0013440860215053765,0.004032258064516129
60,0.0,0.006720430107526882
61,0.0,0.002688172043010753
62,0.0013440860215053765,0.0013440860215053765
63,0.0013440860215053765,0.0
65,0.0013440860215053765,0.0013440860215053765
66,0.0,0.002688172043010753
67,0.0013440860215053765,0.0
68,0.0,0.005376344086021506
72,0.0013440860215053765,0.0013440860215053765
73,0.0013440860215053765,0.0013440860215053765
74,0.0013440860215053765,0.0013440860215053765
75,0.0,0.0013440860215053765
77,0.0013440860215053765,0.0
78,0.0013440860215053765,0.0
79,0.0013440860215053765,0.0013440860215053765
82,0.002688172043010753,0.0
84,0.004032258064516129,0.0
87,0.002688172043010753,0.0013440860215053765
88,0.002688172043010753,0.0
89,0.004032258064516129,0.0
90,0.004032258064516129,0.0
91,0.0013440860215053765,0.002688172043010753
92,0.0013440860215053765,0.0013440860215053765
93,0.002688172043010753,0.0
94,0.002688172043010753,0.0
95,0.004032258064516129,0.0
96,0.0013440860215053765,0.0
97,0.0013440860215053765,0.0
99,0.0013440860215053765,0.0
104,0.0013440860215053765,0.0
108,0.0013440860215053765,0.0
110,0.002688172043010753,0.002688172043010753
111,0.0013440860215053765,0.0
112,0.002688172043010753,0.0
113,0.0013440860215053765,0.0
116,0.0013440860215053765,0.0
118,0.002688172043010753,0.0
119,0.0013440860215053765,0.0
120,0.0,0.002688172043010753
121,0.0013440860215053765,0.0
123,0.0013440860215053765,0.0
124,0.0013440860215053765,0.0013440860215053765
125,0.0,0.0013440860215053765
126,0.0013440860215053765,0.0
