degree,in_proportion,out_proportion
1,0.08871794871794872,0.06461538461538462
2,0.08871794871794872,0.0917948717948718
3,0.08,0.09487179487179487
4,0.06871794871794872,0.0841025641025641
5,0.055384615384615386,0.07384615384615385
6,0.06717948717948719,0.06820512820512821
7,0.054871794871794874,0.06051282051282051
8,0.04512820512820513,0.05333333333333334
9,0.046153846153846156,0.04205128205128205
10,0.03282051282051282,0.04051282051282051
11,0.028717948717948718,0.04256410256410256
12,0.029743589743589743,0.02
13,0.018461538461538463,0.018461538461538463
14,0.015897435897435898,0.024102564102564103
15,0.017435897435897435,0.022564102564102566
16,0.010256410256410256,0.015384615384615385
17,0.014871794871794871,0.012307692307692308
18,0.011794871794871795,0.015384615384615385
19,0.011282051282051283,0.0056410256410256415
20,0.009230769230769232,0.009743589743589744
21,0.009743589743589744,0.008717948717948718
22,0.010769230769230769,0.006153846153846154
23,0.010256410256410256,0.005128205128205128
24,0.0056410256410256415,0.0035897435897435897
25,0.004615384615384616,0.008717948717948718
26,0.007692307692307693,0.003076923076923077
27,0.0056410256410256415,0.004615384615384616
28,0.002564102564102564,0.002564102564102564
29,0.0041025641025641026,0.0010256410256410256
30,0.006153846153846154,0.0035897435897435897
31,0.003076923076923077,0.0020512820512820513
32,0.0035897435897435897,0.0041025641025641026
33,0.005128205128205128,0.0035897435897435897
34,0.0015384615384615385,0.0010256410256410256
35,0.0015384615384615385,0.003076923076923077
36,0.0041025641025641026,0.0020512820512820513
37,0.002564102564102564,0.0020512820512820513
38,0.0020512820512820513,0.0020512820512820513
39,0.0015384615384615385,0.0020512820512820513
40,0.0035897435897435897,0.0005128205128205128
41,0.0010256410256410256,0.0035897435897435897
42,0.0005128205128205128,0.0015384615384615385
43,0.0015384615384615385,0.002564102564102564
44,0.002564102564102564,0.0020512820512820513
45,0.0005128205128205128,0.0005128205128205128
46,0.0015384615384615385,0.0020512820512820513
47,0.0,0.0010256410256410256
48,0.0005128205128205128,0.0015384615384615385
49,0.0,0.0005128205128205128
50,0.0,0.0015384615384615385
51,0.0005128205128205128,0.0015384615384615385
52,0.0010256410256410256,0.0010256410256410256
53,0.0005128205128205128,0.0
54,0.0010256410256410256,0.0005128205128205128
55,0.0015384615384615385,0.0005128205128205128
56,0.0005128205128205128,0.0
58,0.0005128205128205128,0.0010256410256410256
59,0.0005128205128205128,0.0010256410256410256
60,0.0010256410256410256,0.0010256410256410256
61,0.0005128205128205128,0.0
62,0.0005128205128205128,0.0
63,0.0010256410256410256,0.0
64,0.0005128205128205128,0.0015384615384615385
65,0.0005128205128205128,0.0005128205128205128
66,0.0010256410256410256,0.0
67,0.0005128205128205128,0.0005128205128205128
68,0.0005128205128205128,0.0010256410256410256
69,0.0005128205128205128,0.0005128205128205128
71,0.0005128205128205128,0.0010256410256410256
73,0.0010256410256410256,0.0005128205128205128
74,0.0,0.0010256410256410256
78,0.0005128205128205128,0.0
80,0.0,0.0005128205128205128
81,0.0005128205128205128,0.0
85,0.0,0.0005128205128205128
87,0.0005128205128205128,0.0
88,0.0,0.0010256410256410256
90,0.0,0.0005128205128205128
91,0.0,0.0005128205128205128
92,0.0,0.0005128205128205128
94,0.0005128205128205128,0.0005128205128205128
96,0.0005128205128205128,0.0
98,0.0,0.0005128205128205128
111,0.0005128205128205128,0.0
113,0.0010256410256410256,0.0
117,0.0,0.0005128205128205128
118,0.0,0.0005128205128205128
126,0.0,0.0005128205128205128
127,0.0005128205128205128,0.0
134,0.0,0.0005128205128205128
137,0.0005128205128205128,0.0
139,0.0,0.0010256410256410256
145,0.0005128205128205128,0.0
160,0.0005128205128205128,0.0
163,0.0005128205128205128,0.0
189,0.0,0.0005128205128205128
193,0.0,0.0005128205128205128
196,0.0,0.0005128205128205128
203,0.0005128205128205128,0.0
213,0.0,0.0005128205128205128
219,0.0005128205128205128,0.0
221,0.0005128205128205128,0.0
241,0.0005128205128205128,0.0
338,0.0005128205128205128,0.0
