degree,in_proportion,out_proportion
1,0.06444906444906445,0.09563409563409564
2,0.09667359667359668,0.09043659043659044
3,0.09355509355509356,0.08004158004158005
4,0.08523908523908524,0.07276507276507277
5,0.079002079002079,0.04781704781704782
6,0.07172557172557173,0.060291060291060294
7,0.05301455301455302,0.060291060291060294
8,0.0446985446985447,0.04365904365904366
9,0.033264033264033266,0.036382536382536385
10,0.04054054054054054,0.02494802494802495
11,0.029106029106029108,0.034303534303534305
12,0.02598752598752599,0.028066528066528068
13,0.02390852390852391,0.033264033264033266
14,0.02182952182952183,0.01975051975051975
15,0.02182952182952183,0.031185031185031187
16,0.014553014553014554,0.02390852390852391
17,0.010395010395010396,0.011434511434511435
18,0.015592515592515593,0.01975051975051975
19,0.007276507276507277,0.016632016632016633
20,0.008316008316008316,0.016632016632016633
21,0.011434511434511435,0.016632016632016633
22,0.0031185031185031187,0.005197505197505198
23,0.007276507276507277,0.002079002079002079
24,0.0031185031185031187,0.0031185031185031187
25,0.005197505197505198,0.004158004158004158
26,0.006237006237006237,0.006237006237006237
27,0.005197505197505198,0.007276507276507277
28,0.004158004158004158,0.006237006237006237
29,0.0010395010395010396,0.002079002079002079
30,0.002079002079002079,0.0010395010395010396
31,0.0010395010395010396,0.0010395010395010396
32,0.002079002079002079,0.0031185031185031187
33,0.0010395010395010396,0.0031185031185031187
34,0.004158004158004158,0.002079002079002079
36,0.0,0.005197505197505198
37,0.0010395010395010396,0.002079002079002079
38,0.0,0.002079002079002079
39,0.002079002079002079,0.0
40,0.002079002079002079,0.002079002079002079
41,0.0010395010395010396,0.0010395010395010396
42,0.002079002079002079,0.002079002079002079
43,0.004158004158004158,0.0010395010395010396
44,0.002079002079002079,0.0010395010395010396
45,0.0031185031185031187,0.0010395010395010396
46,0.0031185031185031187,0.002079002079002079
47,0.0,0.002079002079002079
50,0.0010395010395010396,0.0
51,0.002079002079002079,0.0010395010395010396
52,0.0010395010395010396,0.0
55,0.0,0.0031185031185031187
56,0.0,0.002079002079002079
57,0.0,0.002079002079002079
58,0.0010395010395010396,0.0
60,0.0,0.0010395010395010396
62,0.0,0.0010395010395010396
63,0.0,0.0010395010395010396
64,0.002079002079002079,0.0
65,0.0,0.0010395010395010396
68,0.0010395010395010396,0.0010395010395010396
70,0.0,0.0010395010395010396
71,0.0010395010395010396,0.0
79,0.0010395010395010396,0.0
86,0.0,0.0010395010395010396
88,0.002079002079002079,0.0
89,0.0010395010395010396,0.0
92,0.0010395010395010396,0.0
96,0.0010395010395010396,0.0
97,0.002079002079002079,0.0
101,0.0010395010395010396,0.0
104,0.002079002079002079,0.0
