degree,in_proportion,out_proportion,normed degree,
106,0.000443262,0.000443262,0.046985816,0.000443262
107,0.00177305,0,0.047429078,0.00177305
108,0.000443262,0,0.04787234,0.000443262
109,0.000443262,0.001329787,0.048315603,0.000443262
110,0.001329787,0,0.048758865,0.001329787
111,0,0.000443262,0.049202128,0
112,0.000443262,0.000886525,0.04964539,0.000443262
113,0.000443262,0,0.050088652,0.000443262
114,0.00177305,0,0.050531915,0.00177305
115,0.000443262,0.000886525,0.050975177,0.000443262
116,0.000886525,0.000886525,0.05141844,0.000886525
117,0.000443262,0.000886525,0.051861702,0.000443262
118,0.00177305,0.000443262,0.052304965,0.00177305
119,0.000443262,0.001329787,0.052748227,0.000443262
120,0.001329787,0.000886525,0.053191489,0.001329787
121,0.001329787,0.000443262,0.053634752,0.001329787
122,0.000886525,0.000443262,0.054078014,0.000886525
123,0.000886525,0.000443262,0.054521277,0.000886525
125,0,0.000443262,0.055407801,0
126,0,0.000886525,0.055851064,0
127,0,0.000443262,0.056294326,0
128,0.000886525,0,0.056737589,0.000886525
129,0.000443262,0.000886525,0.057180851,0.000443262
130,0.000443262,0.000443262,0.057624113,0.000443262
131,0,0.000443262,0.058067376,0
134,0.000443262,0,0.059397163,0.000443262
135,0.001329787,0.001329787,0.059840426,0.001329787
136,0,0.000443262,0.060283688,0
137,0.000443262,0.000443262,0.06072695,0.000443262
139,0.001329787,0,0.061613475,0.001329787
140,0,0.000443262,0.062056738,0
141,0.000443262,0.000886525,0.0625,0.000443262
145,0,0.000443262,0.06427305,0
149,0.000443262,0,0.066046099,0.000443262
151,0.000443262,0.000886525,0.066932624,0.000443262
152,0.001329787,0,0.067375887,0.001329787
154,0,0.000443262,0.068262411,0
156,0,0.000443262,0.069148936,0
157,0.000443262,0,0.069592199,0.000443262
158,0,0.000443262,0.070035461,0
159,0.000443262,0,0.070478723,0.000443262
161,0,0.001329787,0.071365248,0
162,0,0.000443262,0.071808511,0
166,0.000443262,0.001329787,0.07358156,0.000443262
167,0.000443262,0,0.074024823,0.000443262
168,0,0.000443262,0.074468085,0
169,0,0.000443262,0.074911348,0
174,0.000443262,0.000443262,0.07712766,0.000443262
176,0,0.000443262,0.078014184,0
177,0.000443262,0,0.078457447,0.000443262
183,0.000443262,0,0.081117021,0.000443262
184,0,0.000443262,0.081560284,0
185,0.000443262,0,0.082003546,0.000443262
186,0.000443262,0,0.082446809,0.000443262
190,0.000886525,0,0.084219858,0.000886525
197,0.000886525,0.000443262,0.087322695,0.000886525
199,0.000443262,0,0.08820922,0.000443262
202,0.000443262,0.000443262,0.089539007,0.000443262
203,0,0.000443262,0.08998227,0
207,0,0.000886525,0.091755319,0
210,0,0.000443262,0.093085106,0
212,0.000443262,0,0.093971631,0.000443262
218,0.000443262,0,0.096631206,0.000443262
220,0.000443262,0,0.09751773,0.000443262
221,0,0.000443262,0.097960993,0
223,0,0.000443262,0.098847518,0
226,0,0.000443262,0.100177305,0
228,0.000443262,0,0.10106383,0.000443262
233,0,0.000443262,0.103280142,0
234,0,0.000443262,0.103723404,0
240,0,0.000443262,0.106382979,0
241,0,0.000443262,0.106826241,0
244,0,0.000443262,0.108156028,0
252,0,0.000443262,0.111702128,0
258,0,0.000443262,0.114361702,0
260,0,0.000443262,0.115248227,0
267,0.000443262,0,0.118351064,0.000443262
279,0,0.000443262,0.123670213,0
283,0.000443262,0,0.125443262,0.000443262
301,0.000443262,0,0.133421986,0.000443262
314,0,0.000443262,0.139184397,0
317,0,0.000443262,0.140514184,0
320,0.000443262,0,0.141843972,0.000443262
335,0,0.000443262,0.148492908,0
348,0.000443262,0,0.154255319,0.000443262
351,0,0.000443262,0.155585106,0
384,0,0.000443262,0.170212766,0
402,0.000443262,0,0.178191489,0.000443262
406,0,0.000443262,0.179964539,0
434,0.000443262,0,0.192375887,0.000443262
444,0,0.000443262,0.196808511,0
484,0.000443262,0,0.214539007,0.000443262
500,0.000443262,0,0.221631206,0.000443262
503,0.000443262,0,0.222960993,0.000443262
516,0.000443262,0,0.228723404,0.000443262
531,0,0.000443262,0.23537234,0
539,0,0.000443262,0.23891844,0
588,0.000443262,0,0.260638298,0.000443262
